Year,County_of_Residence,County_of_Residence_FIPS,Maternal_Morbidity_Desc,Maternal_Morbidity_YN,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2018-01-01,"Monroe County, NY",36055,At least one checked,0,251,29.97,38.48,38.45,3345.75,27.34,10.63
2018-01-01,"Passaic County, NJ",34031,At least one checked,0,91,28.91,36.59,36.95,2922.79,26.19,9.66
2018-01-01,"Guilford County, NC",37081,At least one checked,0,56,27.96,38.75,38.95,3362.36,26.27,12.36
2018-01-01,"Clackamas County, OR",41005,At least one checked,0,76,29.8,38.87,38.95,3422.59,25.14,11.63
2018-01-01,"Clark County, WA",53011,At least one checked,0,108,28.52,38.82,38.95,3425.5,25.66,11.44
2018-01-01,"St. Louis city, MO",29510,At least one checked,0,41,28.68,38.2,37.95,3294.07,26.43,10.32
2018-01-01,"Champaign County, IL",17019,At least one checked,0,61,28.15,37.59,38.03,3225.4,26.31,13.3
2018-01-01,"Camden County, NJ",34007,At least one checked,0,74,29.19,37.72,38.03,3170.92,28.07,9.41
2018-01-01,"Forsyth County, GA",13117,At least one checked,0,65,30.97,38.15,38.28,3337.35,26.03,13.6
2018-01-01,"Allen County, IN",18003,At least one checked,0,74,27.36,38.26,38.28,3174.97,25.79,11.63
2018-01-01,"Kent County, MI",26081,At least one checked,0,119,29.35,38.06,38.28,3302.54,29.46,12.36
2018-01-01,"Pinellas County, FL",12103,At least one checked,0,64,28.64,38.44,38.53,3397.06,25.23,11.75
2018-01-01,"Benton County, AR",05007,At least one checked,0,55,28.69,38.47,38.78,3341.64,26.68,11.28
2018-01-01,"Hampden County, MA",25013,At least one checked,0,114,28.78,38.71,39.03,3299.5,26.29,11.61
2018-01-01,"Spokane County, WA",53063,At least one checked,0,115,28.7,38.38,39.03,3307.92,27.2,11.31
2018-01-01,"Unidentified Counties, AZ",04999,At least one checked,0,54,27.15,37.39,37.28,3194.19,29.67,8.76
2018-01-01,"Unidentified Counties, TX",48999,At least one checked,0,634,25.73,38.01,38.11,3231.4,26.99,10.18
2018-01-01,"Polk County, IA",19153,At least one checked,0,125,28.22,38.06,38.36,3340.18,25.14,11.52
2018-01-01,"Westchester County, NY",36119,At least one checked,0,132,31.94,38.42,38.36,3306.25,25.4,11.43
2018-01-01,"Mercer County, PA",42085,At least one checked,0,58,27.84,38.24,38.36,3262.65,27.19,11.38
2018-01-01,"Milwaukee County, WI",55079,At least one checked,0,262,29.61,38.09,38.36,3225.47,26.87,12.19
2018-01-01,"Adams County, CO",08001,At least one checked,0,93,30.22,38.94,39.11,3277.4,26.27,11.21
2018-01-01,"Rockingham County, NH",33015,At least one checked,0,55,30.29,38.82,39.11,3347.91,25.98,13.02
2018-01-01,"Volusia County, FL",12127,At least one checked,0,55,27.56,37.22,37.36,3288.11,26.85,11.0
2018-01-01,"Jefferson County, KY",21111,At least one checked,0,102,28.84,37.75,37.86,3206.57,25.58,11.16
2018-01-01,"Richland County, SC",45079,At least one checked,0,42,28.4,37.81,37.86,3074.95,27.63,10.62
2018-01-01,"Winnebago County, IL",17201,At least one checked,0,62,28.68,38.18,38.19,3258.29,26.06,14.08
2018-01-01,"Rockland County, NY",36087,At least one checked,0,77,29.52,38.19,38.19,3199.14,26.21,11.18
2018-01-01,"Polk County, FL",12105,At least one checked,0,34,26.03,37.62,38.44,3289.53,26.72,9.07
2018-01-01,"Unidentified Counties, MD",24999,At least one checked,0,74,28.16,38.05,38.69,3265.93,25.64,10.76
2018-01-01,"Unidentified Counties, MN",27999,At least one checked,0,404,28.46,38.48,38.69,3413.06,27.11,11.1
2018-01-01,"Allegheny County, PA",42003,At least one checked,0,245,30.82,38.5,38.69,3325.12,25.21,12.89
2018-01-01,"Honolulu County, HI",15003,At least one checked,0,130,29.75,36.51,37.19,2860.34,27.18,10.1
2018-01-01,"Orleans Parish, LA",22071,At least one checked,0,80,29.64,38.01,37.94,3141.26,26.28,11.7
2018-01-01,"DuPage County, IL",17043,At least one checked,0,133,31.36,37.84,38.02,3313.38,25.89,12.5
2018-01-01,"Baltimore County, MD",24005,At least one checked,0,169,29.64,37.82,38.02,3065.58,27.02,10.5
2018-01-01,"Cuyahoga County, OH",39035,At least one checked,0,366,29.28,37.87,38.02,3123.78,26.81,11.32
2018-01-01,"Ada County, ID",16001,At least one checked,0,67,29.33,38.13,38.27,3409.83,25.52,11.98
2018-01-01,"Unidentified Counties, IA",19999,At least one checked,0,445,28.05,38.11,38.27,3349.84,26.54,11.82
2018-01-01,"Bronx County, NY",36005,At least one checked,0,177,29.53,38.2,38.27,3174.37,26.38,10.52
2018-01-01,"Niagara County, NY",36063,At least one checked,0,71,27.07,38.11,38.27,3198.23,26.76,9.95
2018-01-01,"Prince William County, VA",51153,At least one checked,0,51,30.33,38.29,38.27,3336.06,26.64,9.37
2018-01-01,"Lake County, IN",18089,At least one checked,0,62,27.37,36.79,36.52,2860.29,28.92,9.0
2018-01-01,"Lee County, AL",01081,At least one checked,0,42,28.26,38.48,38.52,3381.71,23.82,13.05
2018-01-01,"Sacramento County, CA",06067,At least one checked,0,349,30.3,38.45,38.52,3371.13,26.48,10.75
2018-01-01,"Warren County, OH",39165,At least one checked,0,65,30.45,38.34,38.52,3342.39,24.37,12.03
2018-01-01,"Unidentified Counties, CO",08999,At least one checked,0,152,28.47,38.84,38.77,3277.4,25.92,11.52
2018-01-01,"Sangamon County, IL",17167,At least one checked,0,62,30.31,37.26,37.27,3001.68,28.14,10.31
2018-01-01,"Gwinnett County, GA",13135,At least one checked,0,69,31.41,37.26,37.77,3145.23,25.98,11.9
2018-01-01,"Unidentified Counties, MS",28999,At least one checked,0,223,26.09,37.63,37.77,3179.43,27.74,10.93
2018-01-01,"Cook County, IL",17031,At least one checked,0,1187,30.67,37.93,38.1,3179.26,26.2,10.84
2018-01-01,"Prince George's County, MD",24033,At least one checked,0,174,30.06,37.78,38.1,3220.36,27.68,9.97
2018-01-01,"Anderson County, SC",45007,At least one checked,0,71,27.04,37.8,38.1,3257.93,27.32,14.83
2018-01-01,"St. Mary's County, MD",24037,At least one checked,0,34,29.47,37.82,38.35,3146.5,26.21,11.85
2018-01-01,"Ingham County, MI",26065,At least one checked,0,37,27.41,38.05,38.35,3183.57,25.67,15.11
2018-01-01,"Salt Lake County, UT",49035,At least one checked,0,249,28.57,38.3,38.35,3288.01,25.09,11.09
2018-01-01,"Denver County, CO",08031,At least one checked,0,161,29.73,38.61,38.6,3282.61,25.89,11.31
2018-01-01,"Hillsborough County, NH",33011,At least one checked,0,105,30.19,38.61,38.6,3382.18,26.71,13.5
2018-01-01,"Humboldt County, CA",06023,At least one checked,0,34,28.62,38.65,38.85,3355.56,26.56,11.82
2018-01-01,"Unidentified Counties, OR",41999,At least one checked,0,128,28.77,38.55,39.1,3405.22,26.12,12.07
2018-01-01,"Lexington County, SC",45063,At least one checked,0,62,27.84,38.82,39.1,3555.82,25.27,11.73
2018-01-01,"Kane County, IL",17089,At least one checked,0,66,31.5,37.85,37.85,3367.52,27.33,12.55
2018-01-01,"Will County, IL",17197,At least one checked,0,120,30.02,37.75,37.85,3195.24,27.43,10.7
2018-01-01,"Hartford County, CT",09003,At least one checked,0,99,31.47,38.19,38.43,3275.98,25.84,11.15
2018-01-01,"Bernalillo County, NM",35001,At least one checked,0,102,28.92,38.41,38.43,3234.25,26.0,10.49
2018-01-01,"Charleston County, SC",45019,At least one checked,0,98,30.35,38.42,38.43,3383.93,25.16,10.95
2018-01-01,"Dallas County, TX",48113,At least one checked,0,685,27.22,38.3,38.43,3320.97,23.85,9.45
2018-01-01,"Johnson County, IA",19103,At least one checked,0,97,29.26,38.64,38.68,3337.67,25.51,11.85
2018-01-01,"Summit County, OH",39153,At least one checked,0,112,29.57,38.51,38.68,3313.96,24.98,12.66
2018-01-01,"Stanislaus County, CA",06099,At least one checked,0,147,29.24,38.64,38.93,3395.62,28.03,18.71
2018-01-01,"Olmsted County, MN",27109,At least one checked,0,44,30.82,38.89,38.93,3423.86,26.12,9.36
2018-01-01,"Washington County, MN",27163,At least one checked,0,56,30.29,38.7,38.93,3489.05,24.92,11.82
2018-01-01,"Cass County, ND",38017,At least one checked,0,123,29.57,38.5,38.93,3307.37,26.82,11.44
2018-01-01,"Delaware County, OH",39041,At least one checked,0,60,31.15,38.73,38.93,3367.07,24.45,12.14
2018-01-01,"Bexar County, TX",48029,At least one checked,0,164,28.96,37.52,37.68,3184.59,26.27,10.23
2018-01-01,"Unidentified Counties, AR",05999,At least one checked,0,218,25.84,38.1,38.01,3238.3,27.3,10.43
2018-01-01,"Riverside County, CA",06065,At least one checked,0,176,29.21,38.01,38.01,3192.44,26.19,11.14
2018-01-01,"Unidentified Counties, WV",54999,At least one checked,0,203,27.54,37.89,38.01,3197.85,26.94,10.45
2018-01-01,"Essex County, MA",25009,At least one checked,0,117,30.97,38.31,38.26,3280.87,25.67,11.49
2018-01-01,"Queens County, NY",36081,At least one checked,0,458,31.19,38.13,38.26,3168.73,24.25,10.68
2018-01-01,"Davis County, UT",49011,At least one checked,0,88,28.48,38.05,38.26,3234.8,25.01,11.48
2018-01-01,"Unidentified Counties, MI",26999,At least one checked,0,304,27.19,38.43,38.51,3336.5,27.26,12.39
2018-01-01,"Dakota County, MN",27037,At least one checked,0,72,29.78,38.32,38.51,3308.1,27.57,12.54
2018-01-01,"Waukesha County, WI",55133,At least one checked,0,100,30.2,38.42,38.51,3339.55,25.74,13.79
2018-01-01,"Douglas County, NE",31055,At least one checked,0,143,28.64,38.46,38.76,3396.82,25.85,12.27
2018-01-01,"Onondaga County, NY",36067,At least one checked,0,116,29.61,38.28,38.76,3212.09,27.77,12.84
2018-01-01,"Berks County, PA",42011,At least one checked,0,227,27.89,38.9,39.01,3365.73,26.57,15.08
2018-01-01,"Multnomah County, OR",41051,At least one checked,0,201,31.17,39.18,39.26,3441.7,24.41,12.65
2018-01-01,"Bucks County, PA",42017,At least one checked,0,54,32.3,38.93,39.26,3362.53,25.02,10.94
2018-01-01,"Hamilton County, IN",18057,At least one checked,0,42,30.4,37.74,37.76,3412.93,25.85,11.45
2018-01-01,"Unidentified Counties, TN",47999,At least one checked,0,382,27.02,38.04,38.09,3299.93,26.88,11.31
2018-01-01,"San Bernardino County, CA",06071,At least one checked,0,369,28.6,38.33,38.34,3259.44,26.18,10.59
2018-01-01,"Pierce County, WA",53053,At least one checked,0,147,29.05,38.16,38.34,3320.82,27.15,10.83
2018-01-01,"DeKalb County, GA",13089,At least one checked,0,81,30.77,38.42,38.59,3265.06,26.12,11.62
2018-01-01,"Plymouth County, MA",25023,At least one checked,0,59,31.17,38.53,38.59,3426.8,26.34,11.5
2018-01-01,"Union County, NC",37179,At least one checked,0,34,29.38,38.38,38.59,3359.94,25.75,12.41
2018-01-01,"Philadelphia County, PA",42101,At least one checked,0,359,27.47,38.71,38.59,3327.45,25.72,9.85
2018-01-01,"Kent County, RI",44003,At least one checked,0,37,31.86,38.65,38.84,3224.3,26.68,13.56
2018-01-01,"Washtenaw County, MI",26161,At least one checked,0,69,30.96,39.06,39.09,3419.74,24.17,16.67
2018-01-01,"Hennepin County, MN",27053,At least one checked,0,234,30.41,38.94,39.09,3397.22,25.35,12.59
2018-01-01,"Shelby County, TN",47157,At least one checked,0,134,27.71,37.9,37.84,3186.28,26.21,9.83
2018-01-01,"Washoe County, NV",32031,At least one checked,0,46,29.7,38.33,38.17,3209.54,26.98,10.02
2018-01-01,"Bergen County, NJ",34003,At least one checked,0,89,32.49,37.92,38.17,3220.63,25.49,11.46
2018-01-01,"Unidentified Counties, NC",37999,At least one checked,0,384,27.33,37.89,38.17,3210.52,27.35,11.84
2018-01-01,"Unidentified Counties, OH",39999,At least one checked,0,499,27.11,37.89,38.17,3299.1,26.6,11.44
2018-01-01,"Fort Bend County, TX",48157,At least one checked,0,63,31.08,38.19,38.17,3351.84,26.18,9.59
2018-01-01,"Macomb County, MI",26099,At least one checked,0,165,29.38,38.21,38.42,3257.68,26.07,12.56
2018-01-01,"New York County, NY",36061,At least one checked,0,239,32.3,38.39,38.42,3225.67,23.93,11.48
2018-01-01,"Providence County, RI",44007,At least one checked,0,142,29.49,38.05,38.42,3204.87,27.09,11.66
2018-01-01,"Orange County, CA",06059,At least one checked,0,258,31.28,38.61,38.67,3321.52,24.41,13.01
2018-01-01,"San Diego County, CA",06073,At least one checked,0,546,29.11,38.62,38.67,3303.44,25.07,11.75
2018-01-01,"Arapahoe County, CO",08005,At least one checked,0,87,29.38,39.08,38.92,3358.17,24.99,10.42
2018-01-01,"Unidentified Counties, SD",46999,At least one checked,0,131,26.66,38.92,38.92,3511.13,25.8,10.5
2018-01-01,"East Baton Rouge Parish, LA",22033,At least one checked,0,132,28.38,37.14,37.17,3080.7,27.68,9.61
2018-01-01,"El Paso County, TX",48141,At least one checked,0,144,26.55,37.65,37.92,3098.94,25.62,8.25
2018-01-01,"Tuscaloosa County, AL",01125,At least one checked,0,10,23.6,38.3,38.7,3437.5,24.0,9.5
2018-01-01,"Jefferson County, AL",01073,At least one checked,0,10,28.0,38.9,39.7,3507.0,23.69,11.12
2018-01-01,"Berrien County, MI",26021,At least one checked,0,10,29.5,34.9,34.6,2854.1,27.95,12.89
2018-01-01,"Sandoval County, NM",35043,At least one checked,0,10,29.0,38.9,38.6,3526.3,25.65,11.2
2018-01-01,"Paulding County, GA",13223,At least one checked,0,10,27.6,38.9,39.6,3440.8,29.53,10.7
2018-01-01,"Pennington County, SD",46103,At least one checked,0,11,30.27,36.27,36.0,2635.45,26.49,10.18
2018-01-01,"Coweta County, GA",13077,At least one checked,0,11,31.55,37.09,36.82,3230.55,25.83,8.73
2018-01-01,"Wayne County, NC",37191,At least one checked,0,11,26.0,35.45,36.55,2733.0,32.62,9.4
2018-01-01,"Washington County, MD",24043,At least one checked,0,11,31.09,37.36,37.45,3001.45,27.7,10.64
2018-01-01,"Randolph County, NC",37151,At least one checked,0,11,28.18,37.45,37.45,3177.0,28.98,10.6
2018-01-01,"Lycoming County, PA",42081,At least one checked,0,11,26.36,35.18,35.36,2527.73,27.01,11.64
2018-01-01,"St. Clair County, MI",26147,At least one checked,0,11,28.45,38.0,38.27,3385.91,24.43,11.6
2018-01-01,"Brunswick County, NC",37019,At least one checked,0,11,26.91,39.73,40.27,3635.73,28.83,11.73
2018-01-01,"Johnson County, TX",48251,At least one checked,0,11,26.91,38.91,39.27,3497.0,25.01,8.0
2018-01-01,"Bartow County, GA",13015,At least one checked,0,12,29.92,35.42,36.0,2764.0,27.02,12.0
2018-01-01,"Lackawanna County, PA",42069,At least one checked,0,12,28.83,35.75,36.0,2651.58,26.12,9.92
2018-01-01,"Macon County, IL",17115,At least one checked,0,12,26.42,37.33,37.5,3165.75,31.27,9.17
2018-01-01,"Clarke County, GA",13059,At least one checked,0,12,27.75,38.92,39.08,3324.75,24.9,9.58
2018-01-01,"Ector County, TX",48135,At least one checked,0,12,21.42,37.75,37.83,3326.5,27.92,9.75
2018-01-01,"Martin County, FL",12085,At least one checked,0,12,29.92,37.17,37.42,3111.42,25.24,10.17
2018-01-01,"Maui County, HI",15009,At least one checked,0,12,28.17,33.42,33.67,2163.25,24.94,10.7
2018-01-01,"Bonneville County, ID",16019,At least one checked,0,12,25.5,37.75,37.92,3165.25,24.26,12.08
2018-01-01,"Penobscot County, ME",23019,At least one checked,0,12,28.5,39.58,39.92,3421.67,27.51,15.17
2018-01-01,"Hardin County, KY",21093,At least one checked,0,13,29.85,36.42,36.75,3239.23,32.05,9.27
2018-01-01,"Cumberland County, ME",23005,At least one checked,0,13,31.46,38.15,38.15,3379.0,28.42,13.17
2018-01-01,"Leon County, FL",12073,At least one checked,0,13,30.38,37.23,37.15,2959.46,24.34,8.27
2018-01-01,"Sussex County, NJ",34037,At least one checked,0,13,28.0,39.15,39.15,3647.46,24.6,11.15
2018-01-01,"Lowndes County, GA",13185,At least one checked,0,13,26.0,37.31,38.23,3027.23,28.06,11.46
2018-01-01,"Berkshire County, MA",25003,At least one checked,0,13,29.69,39.62,39.46,3644.92,28.32,12.46
2018-01-01,"Harnett County, NC",37085,At least one checked,0,13,29.54,38.23,39.46,3438.85,27.79,10.69
2018-01-01,"Cowlitz County, WA",53015,At least one checked,0,13,26.46,38.85,39.46,3833.46,26.12,13.23
2018-01-01,"Clark County, IN",18019,At least one checked,0,13,26.38,38.85,38.62,3506.38,24.77,11.23
2018-01-01,"Kendall County, IL",17093,At least one checked,0,13,31.23,37.31,37.62,3155.69,28.65,12.92
2018-01-01,"Cumberland County, PA",42041,At least one checked,0,14,25.07,38.07,38.07,3316.0,26.36,10.71
2018-01-01,"Shawnee County, KS",20177,At least one checked,0,14,28.07,36.43,36.57,3309.46,28.0,9.14
2018-01-01,"Ellis County, TX",48139,At least one checked,0,14,26.79,38.64,38.64,3544.36,26.69,11.43
2018-01-01,"Windham County, CT",09015,At least one checked,0,14,30.86,37.86,38.21,3362.36,34.15,12.46
2018-01-01,"Wilson County, TN",47189,At least one checked,0,14,29.21,38.57,38.71,3495.36,24.43,10.0
2018-01-01,"Walworth County, WI",55127,At least one checked,0,14,29.71,36.79,37.21,2896.5,26.29,12.43
2018-01-01,"Indian River County, FL",12061,At least one checked,0,14,28.14,39.21,39.21,3457.86,24.39,14.36
2018-01-01,"Blount County, TN",47009,At least one checked,0,14,29.14,37.64,37.71,3137.0,26.18,12.93
2018-01-01,"Eaton County, MI",26045,At least one checked,0,14,25.29,39.21,39.71,3566.07,28.94,14.57
2018-01-01,"DeKalb County, IL",17037,At least one checked,0,14,31.29,37.29,37.36,3215.71,27.36,12.36
2018-01-01,"Berkeley County, WV",54003,At least one checked,0,14,28.0,38.43,38.93,3352.93,27.91,12.07
2018-01-01,"Houston County, GA",13153,At least one checked,0,15,25.4,38.27,38.4,3378.13,25.4,10.13
2018-01-01,"Madison County, IN",18095,At least one checked,0,15,26.0,36.73,36.73,3270.36,31.29,10.53
2018-01-01,"Randall County, TX",48381,At least one checked,0,15,26.47,38.53,38.47,3206.93,24.3,12.0
2018-01-01,"Chesterfield County, VA",51041,At least one checked,0,15,30.8,37.13,37.8,3236.8,26.84,9.73
2018-01-01,"Santa Rosa County, FL",12113,At least one checked,0,15,28.27,38.6,38.53,3408.4,25.05,12.71
2018-01-01,"Calhoun County, AL",01015,At least one checked,0,15,24.87,38.87,38.6,3427.4,25.31,11.4
2018-01-01,"St. Johns County, FL",12109,At least one checked,0,15,31.2,38.93,38.6,3407.73,26.58,11.0
2018-01-01,"Chatham County, GA",13051,At least one checked,0,16,29.19,37.88,38.0,3188.69,26.81,11.12
2018-01-01,"Wright County, MN",27171,At least one checked,0,16,29.44,38.5,39.5,3231.88,24.63,11.25
2018-01-01,"LaSalle County, IL",17099,At least one checked,0,16,27.75,35.69,35.75,3072.27,25.6,12.25
2018-01-01,"Pickens County, SC",45077,At least one checked,0,16,26.25,37.38,37.81,3440.93,31.05,14.5
2018-01-01,"Smith County, TX",48423,At least one checked,0,16,26.5,37.5,37.38,3277.12,25.49,11.07
2018-01-01,"Greene County, MO",29077,At least one checked,0,16,28.31,37.62,37.62,3155.75,26.77,12.73
2018-01-01,"Kankakee County, IL",17091,At least one checked,0,16,27.38,37.94,38.19,2970.94,27.19,10.38
2018-01-01,"Cecil County, MD",24015,At least one checked,0,16,29.69,38.31,38.19,3259.5,26.94,9.62
2018-01-01,"Jackson County, MS",28059,At least one checked,0,16,29.12,37.62,38.19,3138.31,26.48,11.31
2018-01-01,"Fayette County, PA",42051,At least one checked,0,16,28.69,38.25,38.19,3293.06,27.18,12.44
2018-01-01,"Deschutes County, OR",41017,At least one checked,0,16,29.12,39.25,38.44,3528.62,25.49,11.4
2018-01-01,"DeSoto County, MS",28033,At least one checked,0,16,25.5,37.62,37.69,3220.5,26.84,10.8
2018-01-01,"Tolland County, CT",09013,At least one checked,0,16,29.19,38.0,37.94,3175.25,27.64,11.94
2018-01-01,"Wayne County, OH",39169,At least one checked,0,17,28.71,36.88,37.0,3180.53,26.96,10.88
2018-01-01,"Richmond city, VA",51760,At least one checked,0,17,28.82,38.88,38.82,3176.47,25.6,10.12
2018-01-01,"Santa Fe County, NM",35049,At least one checked,0,17,28.35,38.88,38.65,3242.35,24.94,10.59
2018-01-01,"Yavapai County, AZ",04025,At least one checked,0,17,29.0,37.65,37.65,3093.82,23.41,12.73
2018-01-01,"Broome County, NY",36007,At least one checked,0,17,30.82,36.41,37.06,2813.65,25.84,9.35
2018-01-01,"Delaware County, IN",18035,At least one checked,0,17,28.47,38.06,38.47,3230.82,26.53,11.0
2018-01-01,"Middlesex County, CT",09007,At least one checked,0,17,32.47,37.94,37.47,3230.76,26.91,13.25
2018-01-01,"Miami County, OH",39109,At least one checked,0,17,27.53,39.06,39.47,3647.71,29.66,12.59
2018-01-01,"Johnston County, NC",37101,At least one checked,0,17,28.88,38.47,38.71,3450.06,26.88,13.59
2018-01-01,"Marathon County, WI",55073,At least one checked,0,17,30.29,38.35,38.29,3366.65,28.64,11.71
2018-01-01,"Arlington County, VA",51013,At least one checked,0,17,34.35,38.76,39.29,3425.65,21.82,10.12
2018-01-01,"Lafayette Parish, LA",22055,At least one checked,0,17,29.59,37.47,37.12,3228.41,24.2,9.81
2018-01-01,"Dorchester County, SC",45035,At least one checked,0,17,27.12,36.88,37.12,3008.65,27.28,10.24
2018-01-01,"Robeson County, NC",37155,At least one checked,0,17,25.71,37.53,36.94,3124.12,26.29,8.71
2018-01-01,"Allen County, OH",39003,At least one checked,0,17,25.94,36.12,36.94,3128.62,30.5,11.12
2018-01-01,"Hawaii County, HI",15001,At least one checked,0,17,28.94,37.82,38.35,3092.65,25.76,11.19
2018-01-01,"San Juan County, NM",35045,At least one checked,0,17,24.53,38.94,38.76,3190.65,26.93,9.65
2018-01-01,"Washington County, WI",55131,At least one checked,0,17,31.18,37.76,37.76,3362.12,27.48,12.59
2018-01-01,"Clay County, FL",12019,At least one checked,0,17,26.94,39.0,38.59,3501.35,25.62,9.82
2018-01-01,"Monroe County, MI",26115,At least one checked,0,17,28.24,38.24,38.59,3394.29,28.21,13.82
2018-01-01,"Black Hawk County, IA",19013,At least one checked,0,18,30.5,37.83,37.83,3330.94,27.61,9.67
2018-01-01,"Kaufman County, TX",48257,At least one checked,0,18,26.5,38.83,39.83,3442.44,24.7,11.0
2018-01-01,"Columbia County, GA",13073,At least one checked,0,18,29.44,38.39,38.56,3300.56,26.19,11.78
2018-01-01,"La Porte County, IN",18091,At least one checked,0,18,26.89,38.44,37.89,3360.33,28.58,9.06
2018-01-01,"Bay County, MI",26017,At least one checked,0,18,26.06,38.5,38.22,3470.33,26.72,12.39
2018-01-01,"Sebastian County, AR",05131,At least one checked,0,18,28.06,37.88,38.47,3304.17,26.88,8.19
2018-01-01,"Genesee County, MI",26049,At least one checked,0,18,27.78,38.89,38.72,3529.78,29.48,10.22
2018-01-01,"Mahoning County, OH",39099,At least one checked,0,18,27.56,36.94,37.22,3078.06,25.56,12.56
2018-01-01,"Bibb County, GA",13021,At least one checked,0,18,28.39,38.28,38.11,3171.17,26.23,12.67
2018-01-01,"Taylor County, TX",48441,At least one checked,0,18,26.22,37.0,36.61,3169.89,25.69,9.44
2018-01-01,"Clark County, OH",39023,At least one checked,0,18,25.17,37.22,37.61,3150.5,24.46,7.78
2018-01-01,"Napa County, CA",06055,At least one checked,0,18,31.28,38.0,38.44,3344.0,27.62,12.28
2018-01-01,"Porter County, IN",18127,At least one checked,0,18,26.33,38.78,39.17,3540.06,26.3,10.94
2018-01-01,"Hunterdon County, NJ",34019,At least one checked,0,18,32.72,38.83,39.17,3351.0,24.14,11.94
2018-01-01,"Cambria County, PA",42021,At least one checked,0,19,28.79,37.56,37.0,2927.68,26.69,10.79
2018-01-01,"Sumner County, TN",47165,At least one checked,0,19,26.68,39.16,39.58,3529.74,27.8,10.69
2018-01-01,"Warren County, NJ",34041,At least one checked,0,19,30.79,37.0,37.16,3029.26,26.4,12.84
2018-01-01,"Litchfield County, CT",09005,At least one checked,0,19,31.47,38.74,39.16,3342.89,26.2,13.47
2018-01-01,"Johnson County, IN",18081,At least one checked,0,19,27.84,37.95,38.32,3218.11,27.44,10.53
2018-01-01,"St. Lucie County, FL",12111,At least one checked,0,19,29.21,37.26,37.32,2888.16,25.98,8.44
2018-01-01,"Oswego County, NY",36075,At least one checked,0,19,28.47,38.26,39.05,3407.53,29.75,13.42
2018-01-01,"Fond du Lac County, WI",55039,At least one checked,0,19,28.37,37.11,36.79,3512.44,27.04,9.84
2018-01-01,"Stafford County, VA",51179,At least one checked,0,19,26.58,39.26,39.37,3708.58,25.52,9.32
2018-01-01,"Calhoun County, MI",26025,At least one checked,0,20,27.4,37.3,38.15,3318.42,28.13,13.8
2018-01-01,"Greene County, OH",39057,At least one checked,0,20,29.9,37.55,37.65,3163.1,25.09,11.05
2018-01-01,"Kenosha County, WI",55059,At least one checked,0,20,27.9,35.55,37.65,2738.3,28.58,9.55
2018-01-01,"Sheboygan County, WI",55117,At least one checked,0,20,29.6,37.8,38.3,3335.9,25.66,10.75
2018-01-01,"Canadian County, OK",40017,At least one checked,0,20,27.45,38.75,39.2,3432.7,26.89,11.05
2018-01-01,"Skagit County, WA",53057,At least one checked,0,20,28.9,39.05,39.7,3606.05,25.86,10.84
2018-01-01,"Alamance County, NC",37001,At least one checked,0,20,27.7,37.6,37.95,3225.2,30.57,8.63
2018-01-01,"Mohave County, AZ",04015,At least one checked,0,20,26.45,36.7,37.35,3038.45,27.75,9.25
2018-01-01,"Tom Green County, TX",48451,At least one checked,0,20,25.8,39.3,39.35,3506.75,24.88,12.5
2018-01-01,"Merrimack County, NH",33013,At least one checked,0,21,32.24,37.14,37.48,3233.71,27.84,13.38
2018-01-01,"Henderson County, NC",37089,At least one checked,0,21,28.62,37.62,38.14,3050.57,24.31,13.0
2018-01-01,"Ashtabula County, OH",39007,At least one checked,0,21,26.43,37.71,38.38,3188.86,26.53,8.67
2018-01-01,"Jackson County, OR",41029,At least one checked,0,21,29.71,38.1,38.38,3253.95,25.95,11.57
2018-01-01,"Henry County, GA",13151,At least one checked,0,21,26.29,38.86,38.71,3281.43,26.86,10.43
2018-01-01,"Richland County, OH",39139,At least one checked,0,21,26.29,38.05,38.29,3104.19,28.42,13.81
2018-01-01,"Dauphin County, PA",42043,At least one checked,0,21,30.38,37.24,37.29,3286.33,25.73,10.71
2018-01-01,"Escambia County, FL",12033,At least one checked,0,21,25.38,37.05,36.67,3121.76,25.84,9.9
2018-01-01,"El Dorado County, CA",06017,At least one checked,0,22,31.68,39.32,39.32,3581.41,26.2,11.18
2018-01-01,"Hampshire County, MA",25015,At least one checked,0,22,32.68,38.45,38.23,3256.77,28.18,13.24
2018-01-01,"Hampton city, VA",51650,At least one checked,0,22,28.09,36.41,36.73,2882.0,30.35,11.9
2018-01-01,"Chesapeake city, VA",51550,At least one checked,0,22,30.14,39.05,39.23,3648.32,24.07,10.36
2018-01-01,"Cochise County, AZ",04003,At least one checked,0,22,27.55,37.45,37.73,3171.59,27.1,6.05
2018-01-01,"Cherokee County, GA",13057,At least one checked,0,22,29.05,37.09,37.14,3013.14,25.39,11.86
2018-01-01,"Cleveland County, OK",40027,At least one checked,0,22,27.09,35.95,35.64,2972.59,25.45,11.3
2018-01-01,"Butte County, CA",06007,At least one checked,0,22,27.0,38.45,38.55,3323.27,26.93,12.0
2018-01-01,"Missoula County, MT",30063,At least one checked,0,22,32.14,38.82,38.86,3484.82,24.9,11.0
2018-01-01,"Medina County, OH",39103,At least one checked,0,22,30.77,38.77,38.86,3482.09,23.34,11.09
