Year,County_of_Residence,County_of_Residence_FIPS,Maternal_Morbidity_Desc,Maternal_Morbidity_YN,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"Northampton County, PA",42095,None checked,1,2811,29.29,38.72,38.84,3286.85,26.71,12.11
2016-01-01,"Houston County, AL",01069,None checked,1,1324,26.92,38.3,38.27,3183.53,28.52,11.62
2016-01-01,"Unidentified Counties, AR",05999,None checked,1,21215,26.03,38.3,38.49,3233.91,27.67,10.33
2016-01-01,"Duval County, FL",12031,None checked,1,13131,28.15,38.3,38.5,3207.85,27.17,9.72
2016-01-01,"Rowan County, NC",37159,None checked,1,1637,27.03,38.3,38.51,3184.84,27.48,11.2
2016-01-01,"Lucas County, OH",39095,None checked,1,5534,27.54,38.3,38.45,3218.02,27.54,10.95
2016-01-01,"Montgomery County, OH",39113,None checked,1,6570,27.63,38.3,38.43,3233.15,27.48,11.61
2016-01-01,"Lexington County, SC",45063,None checked,1,3217,28.35,38.3,38.22,3288.63,27.59,11.9
2016-01-01,"Comal County, TX",48091,None checked,1,1427,28.69,38.3,38.38,3278.12,26.55,10.4
2016-01-01,"Nueces County, TX",48355,None checked,1,4723,27.1,38.3,38.33,3234.47,27.63,8.93
2016-01-01,"Windham County, CT",09015,None checked,1,1038,28.38,38.55,38.75,3312.13,27.29,11.8
2016-01-01,"Carroll County, GA",13045,None checked,1,1604,26.61,38.55,38.7,3260.4,27.5,11.0
2016-01-01,"Unidentified Counties, MD",24999,None checked,1,5456,28.16,38.55,38.8,3306.37,27.53,11.4
2016-01-01,"Kent County, MI",26081,None checked,1,8746,28.63,38.55,38.78,3323.09,27.27,11.9
2016-01-01,"Clay County, MO",29047,None checked,1,2902,28.79,38.55,38.68,3325.7,26.72,11.43
2016-01-01,"Jasper County, MO",29097,None checked,1,1647,26.44,38.55,38.63,3327.91,27.27,11.34
2016-01-01,"Nassau County, NY",36059,None checked,1,13868,31.48,38.55,38.73,3260.06,25.77,11.49
2016-01-01,"Providence County, RI",44007,None checked,1,7135,28.8,38.55,38.75,3263.37,26.76,12.08
2016-01-01,"Alachua County, FL",12001,None checked,1,2851,28.99,38.38,38.52,3215.33,26.85,11.0
2016-01-01,"Clay County, FL",12019,None checked,1,2185,27.95,38.38,38.62,3264.09,26.6,10.24
2016-01-01,"Orange County, FL",12095,None checked,1,16545,29.14,38.38,38.39,3231.43,26.36,9.75
2016-01-01,"Warren County, KY",21227,None checked,1,1565,27.72,38.38,38.57,3272.88,26.85,10.0
2016-01-01,"Cecil County, MD",24015,None checked,1,1082,28.03,38.38,38.62,3311.97,27.74,11.1
2016-01-01,"Charles County, MD",24017,None checked,1,1796,29.17,38.38,38.48,3231.24,27.86,10.47
2016-01-01,"Unidentified Counties, NC",37999,None checked,1,30962,27.18,38.38,38.61,3233.43,27.88,12.1
2016-01-01,"Collin County, TX",48085,None checked,1,11012,30.53,38.38,38.49,3272.83,25.57,11.21
2016-01-01,"Davis County, UT",49011,None checked,1,5583,29.04,38.38,38.55,3272.99,25.64,11.45
2016-01-01,"Tazewell County, IL",17179,None checked,1,1467,28.44,38.63,38.86,3399.65,27.51,12.46
2016-01-01,"Penobscot County, ME",23019,None checked,1,1463,28.27,38.63,38.75,3372.42,27.87,13.07
2016-01-01,"Frederick County, MD",24021,None checked,1,2811,30.06,38.63,38.8,3353.63,26.44,11.28
2016-01-01,"Sussex County, NJ",34037,None checked,1,1165,30.8,38.63,38.86,3344.57,27.0,11.11
2016-01-01,"Butler County, PA",42019,None checked,1,1797,29.51,38.63,38.84,3341.34,26.04,12.2
2016-01-01,"Spokane County, WA",53063,None checked,1,6024,28.27,38.63,38.99,3324.64,26.78,11.25
2016-01-01,"St. Clair County, IL",17163,None checked,1,3187,27.87,38.21,38.36,3211.56,28.22,10.12
2016-01-01,"Tangipahoa Parish, LA",22105,None checked,1,1965,26.57,38.21,38.28,3187.77,28.2,10.55
2016-01-01,"Unidentified Counties, SC",45999,None checked,1,12929,26.76,38.21,38.37,3168.68,28.53,11.88
2016-01-01,"Sebastian County, AR",05131,None checked,1,1689,26.71,38.46,38.57,3283.73,27.96,9.23
2016-01-01,"Paulding County, GA",13223,None checked,1,1633,28.56,38.46,38.67,3313.29,27.21,13.33
2016-01-01,"Honolulu County, HI",15003,None checked,1,12766,29.34,38.46,38.73,3233.19,26.15,10.83
2016-01-01,"Shawnee County, KS",20177,None checked,1,2178,27.61,38.46,38.45,3309.77,28.0,11.46
2016-01-01,"Unidentified Counties, NV",32999,None checked,1,3442,27.59,38.46,38.72,3219.22,27.15,10.28
2016-01-01,"Hudson County, NJ",34017,None checked,1,10255,30.68,38.46,38.58,3209.5,25.48,10.1
2016-01-01,"Warren County, OH",39165,None checked,1,2330,29.54,38.46,38.71,3327.89,26.47,12.35
2016-01-01,"Davidson County, TN",47037,None checked,1,9933,28.96,38.46,38.48,3247.59,26.27,9.96
2016-01-01,"Knox County, TN",47093,None checked,1,5223,28.55,38.46,38.5,3273.02,26.49,13.25
2016-01-01,"Wichita County, TX",48485,None checked,1,1622,26.76,38.46,38.48,3280.26,27.11,11.64
2016-01-01,"Stafford County, VA",51179,None checked,1,1707,29.52,38.46,38.78,3327.14,26.89,11.75
2016-01-01,"Brown County, WI",55009,None checked,1,3301,28.66,38.46,38.72,3340.2,27.53,13.69
2016-01-01,"Kenosha County, WI",55059,None checked,1,1892,28.24,38.46,38.76,3274.2,27.85,12.15
2016-01-01,"Monterey County, CA",06053,None checked,1,6144,28.66,38.71,38.81,3336.01,27.7,11.97
2016-01-01,"Anoka County, MN",27003,None checked,1,4186,29.72,38.71,38.93,3371.48,27.33,11.42
2016-01-01,"Hennepin County, MN",27053,None checked,1,16251,30.57,38.71,38.87,3316.89,26.44,11.75
2016-01-01,"Rensselaer County, NY",36083,None checked,1,1686,28.91,38.71,38.93,3356.29,28.34,11.65
2016-01-01,"Gaston County, NC",37071,None checked,1,2489,27.56,38.71,38.79,3240.02,27.29,11.21
2016-01-01,"Mobile County, AL",01097,None checked,1,5428,26.95,37.96,38.22,3141.75,27.62,10.94
2016-01-01,"Henry County, GA",13151,None checked,1,2495,28.54,38.29,38.65,3203.41,27.54,11.22
2016-01-01,"St. Tammany Parish, LA",22103,None checked,1,3069,28.77,38.29,38.43,3264.21,26.56,10.97
2016-01-01,"Muskegon County, MI",26121,None checked,1,2082,26.92,38.29,38.59,3230.12,27.73,10.11
2016-01-01,"Galveston County, TX",48167,None checked,1,4136,28.33,38.29,38.41,3237.96,27.16,9.04
2016-01-01,"Manatee County, FL",12081,None checked,1,3416,28.22,38.54,38.67,3284.46,27.02,11.25
2016-01-01,"Rock Island County, IL",17161,None checked,1,1749,27.46,38.54,38.72,3298.7,27.79,12.05
2016-01-01,"Unidentified Counties, IN",18999,None checked,1,29060,27.11,38.54,38.69,3301.92,27.41,11.49
2016-01-01,"Oakland County, MI",26125,None checked,1,13471,30.27,38.54,38.69,3279.73,25.94,13.35
2016-01-01,"Wright County, MN",27171,None checked,1,1763,29.9,38.54,38.84,3405.06,27.37,11.89
2016-01-01,"Somerset County, NJ",34035,None checked,1,3201,31.63,38.54,38.7,3266.25,25.66,11.25
2016-01-01,"Cabarrus County, NC",37025,None checked,1,2457,29.02,38.54,38.53,3269.06,27.18,11.63
2016-01-01,"Unidentified Counties, ND",38999,None checked,1,8600,28.01,38.54,38.69,3353.46,27.91,10.57
2016-01-01,"Licking County, OH",39089,None checked,1,2041,27.99,38.54,38.68,3320.58,27.08,10.7
2016-01-01,"Mercer County, PA",42085,None checked,1,1133,27.52,38.54,38.84,3296.86,26.8,11.29
2016-01-01,"Schuylkill County, PA",42107,None checked,1,1262,27.94,38.54,38.82,3276.33,27.41,11.68
2016-01-01,"Beaufort County, SC",45013,None checked,1,1949,28.01,38.54,38.72,3265.16,26.76,11.94
2016-01-01,"Washington County, OR",41067,None checked,1,6841,30.2,38.79,38.86,3330.35,26.23,11.24
2016-01-01,"Alexandria city, VA",51510,None checked,1,2817,31.59,38.79,38.88,3312.55,24.88,11.75
2016-01-01,"Navajo County, AZ",04017,None checked,1,1476,27.13,38.37,38.52,3192.38,28.05,9.98
2016-01-01,"Miami-Dade County, FL",12086,None checked,1,32548,29.77,38.37,38.49,3215.84,25.63,11.79
2016-01-01,"Gwinnett County, GA",13135,None checked,1,11287,29.69,38.37,38.52,3226.65,26.59,10.99
2016-01-01,"Bonneville County, ID",16019,None checked,1,1889,27.54,38.37,38.36,3237.25,26.71,11.88
2016-01-01,"Will County, IL",17197,None checked,1,7640,29.72,38.37,38.55,3297.77,26.9,11.12
2016-01-01,"Madison County, IN",18095,None checked,1,1492,26.75,38.37,38.47,3276.86,28.0,11.62
2016-01-01,"Douglas County, NE",31055,None checked,1,8667,28.96,38.37,38.54,3283.95,26.51,11.45
2016-01-01,"Greene County, OH",39057,None checked,1,1783,28.83,38.37,38.55,3305.67,26.93,11.86
2016-01-01,"Bell County, TX",48027,None checked,1,6106,26.69,38.37,38.6,3233.75,26.94,11.42
2016-01-01,"Kaufman County, TX",48257,None checked,1,1644,27.77,38.37,38.58,3268.08,27.14,10.16
2016-01-01,"Newport News city, VA",51700,None checked,1,2801,27.5,38.37,38.61,3210.98,28.01,11.45
2016-01-01,"Milwaukee County, WI",55079,None checked,1,13407,28.23,38.37,38.52,3210.16,27.76,11.56
2016-01-01,"Imperial County, CA",06025,None checked,1,2933,27.61,38.62,39.0,3313.33,27.6,9.09
2016-01-01,"Elkhart County, IN",18039,None checked,1,3078,27.11,38.62,38.75,3306.39,27.62,11.29
2016-01-01,"Unidentified Counties, MT",30999,None checked,1,8996,28.09,38.62,38.71,3284.5,26.48,10.76
2016-01-01,"Queens County, NY",36081,None checked,1,29825,30.36,38.62,38.77,3225.77,25.15,11.05
2016-01-01,"Catawba County, NC",37035,None checked,1,1654,27.27,38.62,38.83,3286.84,27.1,14.0
2016-01-01,"Washington County, PA",42125,None checked,1,2016,28.81,38.62,38.83,3324.47,26.43,11.42
2016-01-01,"Hillsborough County, NH",33011,None checked,1,4142,29.44,38.87,39.04,3348.35,26.84,12.6
2016-01-01,"Ulster County, NY",36111,None checked,1,1462,29.53,38.87,39.09,3355.81,27.68,11.15
2016-01-01,"Chittenden County, VT",50007,None checked,1,1500,30.87,38.87,39.1,3367.48,26.01,12.23
2016-01-01,"New Castle County, DE",10003,None checked,1,6312,29.28,38.45,38.46,3253.0,27.28,10.94
2016-01-01,"Cobb County, GA",13067,None checked,1,9461,29.9,38.45,38.67,3255.68,26.55,12.7
2016-01-01,"Lake County, IL",17097,None checked,1,7551,29.94,38.45,38.66,3293.93,26.98,11.9
2016-01-01,"Dona Ana County, NM",35013,None checked,1,2679,26.72,38.45,38.61,3222.3,27.29,10.37
2016-01-01,"Unidentified Counties, NM",35999,None checked,1,9642,26.56,38.45,38.59,3191.39,27.48,9.91
2016-01-01,"Columbiana County, OH",39029,None checked,1,1053,26.69,38.45,38.66,3275.25,27.18,12.02
2016-01-01,"Lorain County, OH",39093,None checked,1,3238,28.14,38.45,38.66,3260.87,27.11,11.62
2016-01-01,"Unidentified Counties, OH",39999,None checked,1,30069,27.1,38.45,38.7,3302.65,27.36,11.5
2016-01-01,"Canadian County, OK",40017,None checked,1,1771,28.21,38.45,38.59,3374.75,27.07,10.22
2016-01-01,"Adams County, PA",42001,None checked,1,902,28.25,38.45,38.72,3292.12,27.57,11.45
2016-01-01,"Erie County, PA",42049,None checked,1,3024,27.74,38.45,38.58,3247.26,26.79,11.16
2016-01-01,"Pennington County, SD",46103,None checked,1,1460,27.47,38.45,38.62,3295.81,26.25,10.24
2016-01-01,"Ellis County, TX",48139,None checked,1,2218,27.63,38.45,38.65,3308.61,27.17,9.92
2016-01-01,"Unidentified Counties, AK",02999,None checked,1,6523,27.84,38.7,38.84,3425.9,26.92,10.58
2016-01-01,"Solano County, CA",06095,None checked,1,5195,29.33,38.7,38.89,3349.64,27.55,11.33
2016-01-01,"Denver County, CO",08031,None checked,1,9832,29.9,38.7,38.71,3181.53,25.76,10.29
2016-01-01,"Johnson County, IA",19103,None checked,1,1815,30.34,38.7,38.85,3341.41,25.84,11.12
2016-01-01,"Calhoun County, MI",26025,None checked,1,1645,26.92,38.7,38.91,3288.13,28.15,14.56
2016-01-01,"Dakota County, MN",27037,None checked,1,5204,30.26,38.7,38.92,3370.83,27.06,12.27
2016-01-01,"Washington County, MN",27163,None checked,1,2845,30.54,38.7,38.95,3381.06,26.69,11.77
2016-01-01,"Strafford County, NH",33017,None checked,1,1015,29.26,38.7,38.9,3349.17,27.2,12.63
2016-01-01,"Kings County, NY",36047,None checked,1,40345,29.95,38.7,38.81,3241.24,24.88,11.04
2016-01-01,"Marion County, OR",41047,None checked,1,4391,28.18,38.7,38.97,3374.32,27.76,11.81
2016-01-01,"Arlington County, VA",51013,None checked,1,3220,32.52,38.7,38.83,3306.47,24.13,10.96
2016-01-01,"Unidentified Counties, WA",53999,None checked,1,12447,27.93,38.7,38.95,3352.15,27.31,10.89
2016-01-01,"Morgan County, AL",01103,None checked,1,1442,26.78,38.28,38.25,3227.31,27.57,11.05
2016-01-01,"Jefferson Parish, LA",22051,None checked,1,5802,28.38,38.28,38.37,3191.49,27.43,11.21
2016-01-01,"Sandoval County, NM",35043,None checked,1,1436,28.33,38.28,38.51,3159.07,27.25,9.83
2016-01-01,"Tulsa County, OK",40143,None checked,1,9570,27.78,38.28,38.37,3266.42,27.0,10.5
2016-01-01,"Unidentified Counties, WV",54999,None checked,1,15399,26.81,38.28,38.51,3236.18,27.7,11.92
2016-01-01,"Kings County, CA",06031,None checked,1,2244,27.11,38.53,38.7,3318.25,28.09,12.21
2016-01-01,"Unidentified Counties, KS",20999,None checked,1,17094,27.36,38.53,38.55,3316.54,27.37,10.99
2016-01-01,"Harford County, MD",24025,None checked,1,2675,29.7,38.53,38.7,3327.82,26.95,10.66
2016-01-01,"Buncombe County, NC",37021,None checked,1,2557,29.42,38.53,38.56,3283.25,25.63,12.13
2016-01-01,"Sullivan County, TN",47163,None checked,1,1479,27.34,38.53,38.51,3270.41,27.12,10.05
2016-01-01,"Randall County, TX",48381,None checked,1,1619,27.7,38.53,38.57,3245.33,26.65,10.94
2016-01-01,"Prince William County, VA",51153,None checked,1,6796,29.92,38.53,38.77,3292.54,26.67,11.55
2016-01-01,"Washington County, WI",55131,None checked,1,1297,29.86,38.53,38.73,3360.3,26.92,13.05
2016-01-01,"Winnebago County, WI",55139,None checked,1,1867,28.72,38.53,38.74,3359.01,27.65,13.63
2016-01-01,"Saline County, AR",05125,None checked,1,1321,27.9,38.36,38.87,3284.91,25.41,10.92
2016-01-01,"Indian River County, FL",12061,None checked,1,1231,28.17,38.36,38.65,3244.33,27.23,12.64
2016-01-01,"Santa Rosa County, FL",12113,None checked,1,1885,28.3,38.36,38.58,3314.45,26.35,11.25
2016-01-01,"Coweta County, GA",13077,None checked,1,1620,28.32,38.36,38.59,3267.75,26.88,11.84
2016-01-01,"Fulton County, GA",13121,None checked,1,13005,29.55,38.36,38.54,3157.5,26.63,10.56
2016-01-01,"Franklin County, MO",29071,None checked,1,1233,27.8,38.36,38.66,3306.53,27.54,11.74
2016-01-01,"Lubbock County, TX",48303,None checked,1,4157,27.02,38.36,38.55,3218.28,27.07,10.72
2016-01-01,"Smith County, TX",48423,None checked,1,3138,27.56,38.36,38.56,3267.64,27.22,10.92
2016-01-01,"Tarrant County, TX",48439,None checked,1,28500,28.34,38.36,38.47,3256.83,27.04,9.46
2016-01-01,"Richmond city, VA",51760,None checked,1,2998,28.03,38.36,38.49,3165.56,27.84,10.46
2016-01-01,"Cochise County, AZ",04003,None checked,1,1513,27.22,38.61,38.61,3247.5,26.73,9.18
2016-01-01,"Pima County, AZ",04019,None checked,1,11224,28.03,38.61,38.58,3276.7,27.02,10.02
2016-01-01,"Orange County, CA",06059,None checked,1,37815,30.67,38.61,38.71,3287.68,25.08,12.67
2016-01-01,"Santa Barbara County, CA",06083,None checked,1,5455,28.94,38.61,38.65,3294.98,26.63,13.5
2016-01-01,"Black Hawk County, IA",19013,None checked,1,1648,27.74,38.61,38.91,3353.83,27.23,11.83
2016-01-01,"Eaton County, MI",26045,None checked,1,1132,28.27,38.61,38.85,3304.89,27.33,13.54
2016-01-01,"Morris County, NJ",34027,None checked,1,4554,32.03,38.61,38.75,3306.34,25.39,11.06
2016-01-01,"Wake County, NC",37183,None checked,1,12897,30.44,38.61,38.74,3299.29,25.98,11.97
2016-01-01,"Dallas County, TX",48113,None checked,1,39639,28.19,38.61,38.69,3245.04,25.8,9.62
2016-01-01,"Walworth County, WI",55127,None checked,1,940,28.86,38.61,38.86,3345.57,27.78,11.66
2016-01-01,"Richmond County, GA",13245,None checked,1,3022,27.01,38.19,38.58,3134.66,27.75,10.84
2016-01-01,"Kankakee County, IL",17091,None checked,1,1336,27.8,38.19,38.41,3225.76,28.32,10.85
2016-01-01,"Rapides Parish, LA",22079,None checked,1,1835,26.42,38.19,37.66,3165.37,27.56,10.64
2016-01-01,"Osceola County, FL",12097,None checked,1,4317,28.44,38.44,38.54,3238.72,26.74,11.42
2016-01-01,"Columbia County, GA",13073,None checked,1,1801,29.14,38.44,38.87,3301.42,26.33,11.26
2016-01-01,"Hall County, GA",13139,None checked,1,2570,27.82,38.44,38.6,3298.81,27.34,11.86
2016-01-01,"Maui County, HI",15009,None checked,1,1875,29.31,38.44,38.77,3221.3,25.94,9.48
2016-01-01,"LaSalle County, IL",17099,None checked,1,1244,27.94,38.44,38.75,3291.14,27.33,12.82
2016-01-01,"McLean County, IL",17113,None checked,1,1991,28.88,38.44,38.67,3290.5,26.58,11.93
2016-01-01,"Delaware County, IN",18035,None checked,1,1158,26.91,38.44,38.5,3246.3,27.87,11.61
2016-01-01,"Baltimore County, MD",24005,None checked,1,9724,29.75,38.44,38.57,3259.5,27.05,9.96
2016-01-01,"Prince George's County, MD",24033,None checked,1,12147,29.37,38.44,38.5,3215.82,27.65,10.1
2016-01-01,"Dorchester County, SC",45035,None checked,1,1773,28.47,38.44,38.64,3271.96,28.01,11.82
2016-01-01,"Chesterfield County, VA",51041,None checked,1,3868,29.55,38.44,38.74,3289.12,27.27,11.51
2016-01-01,"Fond du Lac County, WI",55039,None checked,1,1001,28.56,38.44,38.7,3336.48,28.64,10.13
2016-01-01,"Alameda County, CA",06001,None checked,1,19303,31.17,38.69,38.84,3290.43,25.7,10.86
2016-01-01,"Johnson County, KS",20091,None checked,1,7307,30.4,38.69,38.72,3357.26,25.66,11.99
2016-01-01,"Worcester County, MA",25027,None checked,1,8424,29.7,38.69,38.89,3310.64,26.61,11.49
2016-01-01,"Missoula County, MT",30063,None checked,1,1170,28.96,38.69,38.99,3299.02,25.57,11.0
2016-01-01,"Hunterdon County, NJ",34019,None checked,1,897,32.11,38.69,38.81,3359.31,25.8,12.4
2016-01-01,"Beaver County, PA",42007,None checked,1,1609,28.74,38.69,38.92,3308.01,26.88,11.27
2016-01-01,"Lancaster County, PA",42071,None checked,1,6755,28.68,38.69,38.9,3356.58,25.93,10.86
2016-01-01,"Benton County, WA",53005,None checked,1,2606,28.07,38.69,38.88,3365.56,27.2,10.73
2016-01-01,"Jefferson County, AL",01073,None checked,1,8605,28.12,38.27,38.34,3174.18,27.19,10.61
2016-01-01,"Clarke County, GA",13059,None checked,1,1372,28.2,38.27,38.37,3214.63,27.35,10.32
2016-01-01,"Macon County, IL",17115,None checked,1,1303,26.85,38.27,38.45,3240.92,28.43,11.57
2016-01-01,"Wilson County, TN",47189,None checked,1,1511,28.52,38.27,38.31,3271.26,26.61,11.96
2016-01-01,"Harris County, TX",48201,None checked,1,72129,28.52,38.27,38.4,3224.27,26.82,9.73
2016-01-01,"Kent County, DE",10001,None checked,1,2136,27.73,38.52,38.68,3270.18,27.79,11.01
2016-01-01,"Brevard County, FL",12009,None checked,1,5254,28.5,38.52,38.8,3288.92,26.15,11.79
2016-01-01,"Seminole County, FL",12117,None checked,1,4736,29.62,38.52,38.73,3289.13,26.34,10.34
2016-01-01,"Canyon County, ID",16027,None checked,1,3083,27.28,38.52,38.72,3312.21,27.56,10.74
2016-01-01,"DuPage County, IL",17043,None checked,1,10664,30.93,38.52,38.69,3317.28,25.95,11.98
2016-01-01,"Lake County, IN",18089,None checked,1,5592,28.07,38.52,38.55,3265.35,27.89,10.75
2016-01-01,"Linn County, IA",19113,None checked,1,2777,28.61,38.52,38.75,3336.96,27.14,12.48
2016-01-01,"Polk County, IA",19153,None checked,1,6789,28.82,38.52,38.88,3332.27,26.92,12.02
2016-01-01,"Scott County, IA",19163,None checked,1,2181,28.31,38.52,38.81,3338.25,27.25,12.69
2016-01-01,"Howard County, MD",24027,None checked,1,3507,31.46,38.52,38.69,3273.25,25.72,9.88
2016-01-01,"Montgomery County, MD",24031,None checked,1,12969,31.47,38.52,38.67,3280.2,25.46,11.26
2016-01-01,"Jackson County, MI",26075,None checked,1,1767,27.26,38.52,38.71,3297.45,27.87,11.91
2016-01-01,"Washoe County, NV",32031,None checked,1,5323,28.48,38.52,38.8,3244.05,26.62,10.57
2016-01-01,"Mercer County, NJ",34021,None checked,1,4214,29.88,38.52,38.65,3255.51,26.55,10.89
2016-01-01,"Middlesex County, NJ",34023,None checked,1,9229,30.55,38.52,38.69,3234.71,26.1,10.77
2016-01-01,"Cambria County, PA",42021,None checked,1,1344,27.91,38.52,38.86,3246.28,27.17,10.86
2016-01-01,"Parker County, TX",48367,None checked,1,1531,28.02,38.52,38.66,3297.64,26.39,10.23
2016-01-01,"Travis County, TX",48453,None checked,1,15878,29.77,38.52,38.65,3280.68,25.72,12.15
2016-01-01,"Spotsylvania County, VA",51177,None checked,1,1531,28.77,38.52,38.81,3316.24,27.03,11.7
2016-01-01,"San Francisco County, CA",06075,None checked,1,8943,32.98,38.77,38.84,3269.39,23.89,11.24
2016-01-01,"Mesa County, CO",08077,None checked,1,1754,27.53,38.77,38.88,3249.92,26.3,9.86
2016-01-01,"Barnstable County, MA",25001,None checked,1,1588,29.89,38.77,38.89,3358.57,25.81,10.71
2016-01-01,"Stearns County, MN",27145,None checked,1,2009,28.77,38.77,38.87,3370.53,27.08,11.71
2016-01-01,"Rockingham County, NH",33015,None checked,1,2551,30.75,38.77,38.97,3359.64,26.04,12.69
2016-01-01,"Oswego County, NY",36075,None checked,1,1288,27.17,38.77,39.06,3337.09,28.98,12.94
2016-01-01,"Clackamas County, OR",41005,None checked,1,4095,29.68,38.77,38.97,3384.8,26.28,11.68
2016-01-01,"Snohomish County, WA",53061,None checked,1,9832,29.83,38.77,38.95,3369.94,26.43,11.21
2016-01-01,"Thurston County, WA",53067,None checked,1,3156,28.9,38.77,38.99,3385.48,26.62,11.16
2016-01-01,"La Crosse County, WI",55063,None checked,1,1172,29.2,38.77,38.74,3335.05,27.0,12.19
2016-01-01,"Lee County, AL",01081,None checked,1,1872,27.91,38.35,38.64,3226.61,26.86,12.13
2016-01-01,"Washington County, AR",05143,None checked,1,3244,27.85,38.35,38.53,3259.92,27.24,10.18
2016-01-01,"Bay County, FL",12005,None checked,1,2327,27.33,38.35,38.56,3260.36,27.11,10.78
2016-01-01,"Douglas County, GA",13097,None checked,1,1674,28.27,38.35,38.45,3192.32,27.85,12.02
2016-01-01,"Vigo County, IN",18167,None checked,1,1280,26.72,38.35,38.51,3271.39,27.61,10.93
2016-01-01,"Boone County, KY",21015,None checked,1,1648,28.88,38.35,38.7,3306.7,26.42,11.8
2016-01-01,"Kenton County, KY",21117,None checked,1,2272,28.22,38.35,38.68,3268.38,26.8,11.33
2016-01-01,"Livingston Parish, LA",22063,None checked,1,1887,27.33,38.35,38.37,3271.88,27.97,10.82
2016-01-01,"Wayne County, MI",26163,None checked,1,22860,27.86,38.35,38.44,3182.69,27.88,11.65
2016-01-01,"Cumberland County, NC",37051,None checked,1,5413,26.83,38.35,38.67,3234.4,27.01,11.51
2016-01-01,"Harnett County, NC",37085,None checked,1,1842,28.05,38.35,38.65,3267.74,27.03,11.1
2016-01-01,"Fairfield County, OH",39045,None checked,1,1594,28.38,38.35,38.57,3286.87,26.82,11.39
2016-01-01,"Hamilton County, OH",39061,None checked,1,10502,28.56,38.35,38.55,3228.89,26.9,11.75
2016-01-01,"Wood County, OH",39173,None checked,1,1331,28.63,38.35,38.58,3303.68,27.19,12.4
2016-01-01,"Aiken County, SC",45003,None checked,1,1939,27.53,38.35,38.59,3254.65,27.87,11.04
2016-01-01,"Brazos County, TX",48041,None checked,1,2740,27.97,38.35,38.47,3259.65,26.72,10.21
2016-01-01,"McLennan County, TX",48309,None checked,1,3329,26.96,38.35,38.54,3265.99,27.61,10.57
2016-01-01,"Unidentified Counties, UT",49999,None checked,1,6708,27.98,38.35,38.55,3232.89,26.24,10.8
2016-01-01,"Pinal County, AZ",04021,None checked,1,4423,27.53,38.6,38.7,3334.93,27.74,11.65
2016-01-01,"Madera County, CA",06039,None checked,1,2270,27.74,38.6,38.67,3308.6,28.1,11.2
2016-01-01,"Tippecanoe County, IN",18157,None checked,1,2329,28.03,38.6,38.69,3300.65,26.43,11.17
2016-01-01,"St. Mary's County, MD",24037,None checked,1,1400,28.76,38.6,38.82,3375.72,27.43,11.73
2016-01-01,"Allegan County, MI",26005,None checked,1,1351,27.89,38.6,38.79,3392.37,27.62,11.35
2016-01-01,"Yellowstone County, MT",30111,None checked,1,1903,28.04,38.6,38.63,3269.49,27.39,12.04
2016-01-01,"Unidentified Counties, NE",31999,None checked,1,11030,27.95,38.6,38.69,3333.87,27.12,10.69
2016-01-01,"Broome County, NY",36007,None checked,1,1953,28.33,38.6,38.85,3320.7,27.75,11.49
2016-01-01,"Dutchess County, NY",36027,None checked,1,2475,30.37,38.6,38.71,3316.11,27.62,10.86
2016-01-01,"Westchester County, NY",36119,None checked,1,10124,31.54,38.6,38.71,3267.11,25.88,11.18
2016-01-01,"Durham County, NC",37063,None checked,1,4298,29.67,38.6,38.75,3268.73,26.75,13.35
2016-01-01,"Miami County, OH",39109,None checked,1,1212,27.73,38.6,38.8,3350.11,26.59,12.15
2016-01-01,"Kent County, RI",44003,None checked,1,1544,29.95,38.6,38.85,3321.43,26.51,12.75
2016-01-01,"Marin County, CA",06041,None checked,1,2231,33.06,38.85,38.97,3347.61,24.35,10.7
2016-01-01,"Yolo County, CA",06113,None checked,1,2394,29.97,38.85,39.0,3380.76,27.12,12.5
2016-01-01,"Berkshire County, MA",25003,None checked,1,1013,29.14,38.85,38.88,3274.19,26.38,11.49
2016-01-01,"Bay County, MI",26017,None checked,1,1043,27.81,38.85,38.96,3379.21,28.2,12.7
2016-01-01,"St. Lawrence County, NY",36089,None checked,1,1015,27.79,38.85,39.07,3366.9,28.98,10.83
2016-01-01,"St. Louis city, MO",29510,None checked,1,4278,27.96,38.18,38.22,3120.68,27.14,10.26
2016-01-01,"Davidson County, NC",37057,None checked,1,1743,27.12,38.18,38.78,3236.87,27.95,14.27
2016-01-01,"Shelby County, TN",47157,None checked,1,13141,27.53,38.18,38.19,3136.05,27.4,9.14
2016-01-01,"Guadalupe County, TX",48187,None checked,1,1834,28.42,38.18,38.34,3238.57,27.33,10.67
2016-01-01,"Hartford County, CT",09003,None checked,1,9220,29.79,38.43,38.57,3249.37,26.79,10.81
2016-01-01,"Marion County, FL",12083,None checked,1,3457,27.01,38.43,38.6,3219.2,27.12,10.13
2016-01-01,"Palm Beach County, FL",12099,None checked,1,14842,29.65,38.43,38.55,3236.4,26.07,11.43
2016-01-01,"Polk County, FL",12105,None checked,1,7725,27.33,38.43,38.66,3266.59,27.63,10.0
